,sentiment
22196,neutral
22197,neutral
22198,neutral
22199,neutral
22200,neutral
22201,positive
22202,neutral
22203,neutral
22204,neutral
22205,neutral
22206,neutral
22207,neutral
22208,positive
22209,neutral
22210,neutral
22211,neutral
22212,neutral
22213,positive
22214,positive
22215,positive
22216,neutral
22217,neutral
22218,negative
22219,positive
22220,neutral
22221,neutral
22222,neutral
22223,positive
22224,positive
22225,negative
22226,neutral
22227,neutral
22228,positive
22229,neutral
22230,positive
22231,neutral
22232,neutral
22233,positive
22234,positive
22235,neutral
22236,positive
22237,neutral
22238,neutral
22239,neutral
22240,positive
22241,positive
22242,neutral
22243,neutral
22244,neutral
22245,positive
22246,neutral
22247,neutral
22248,neutral
22249,neutral
22250,positive
22251,negative
22252,neutral
22253,positive
22254,neutral
22255,neutral
22256,neutral
22257,neutral
22258,neutral
22259,neutral
22260,neutral
22261,neutral
22262,neutral
22263,neutral
22264,neutral
22265,neutral
22266,neutral
22267,positive
22268,positive
22269,positive
22270,positive
22271,neutral
22272,positive
22273,positive
22274,positive
22275,positive
22276,positive
22277,neutral
22278,neutral
22279,neutral
22280,neutral
22281,negative
22282,neutral
22283,neutral
22284,neutral
22285,positive
22286,positive
22287,neutral
22288,neutral
22289,positive
22290,neutral
22291,neutral
22292,neutral
22293,neutral
22294,neutral
22295,neutral
22296,neutral
22297,neutral
22298,neutral
22299,positive
22300,neutral
22301,neutral
22302,positive
22303,neutral
22304,neutral
22305,positive
22306,positive
22307,neutral
22308,positive
22309,positive
22310,neutral
22311,neutral
22312,neutral
22313,neutral
22314,neutral
22315,positive
22316,negative
22317,positive
22318,neutral
22319,negative
22320,positive
22321,neutral
22322,neutral
22323,neutral
22324,neutral
22325,positive
22326,positive
22327,neutral
22328,neutral
22329,neutral
22330,neutral
22331,positive
22332,neutral
22333,neutral
22334,neutral
22335,neutral
22336,negative
22337,neutral
22338,negative
22339,neutral
22340,neutral
22341,neutral
22342,positive
22343,negative
22344,neutral
22345,positive
22346,positive
22347,neutral
22348,positive
22349,neutral
22350,positive
22351,neutral
22352,neutral
22353,neutral
22354,neutral
22355,neutral
22356,neutral
22357,neutral
22358,neutral
22359,negative
22360,neutral
22361,neutral
22362,neutral
22363,neutral
22364,positive
22365,positive
22366,positive
22367,positive
22368,neutral
22369,positive
22370,neutral
22371,positive
22372,positive
22373,neutral
22374,neutral
22375,neutral
22376,positive
22377,neutral
22378,neutral
22379,neutral
22380,neutral
22381,neutral
22382,neutral
22383,neutral
22384,neutral
22385,positive
22386,positive
22387,neutral
22388,positive
22389,neutral
22390,positive
22391,neutral
22392,neutral
22393,neutral
22394,neutral
22395,neutral
22396,negative
22397,neutral
22398,neutral
22399,positive
22400,neutral
22401,positive
22402,positive
22403,neutral
22404,neutral
22405,neutral
22406,neutral
22407,positive
22408,neutral
22409,positive
22410,negative
22411,neutral
22412,neutral
22413,neutral
22414,neutral
22415,positive
22416,neutral
22417,neutral
22418,positive
22419,negative
22420,neutral
22421,neutral
22422,neutral
22423,neutral
22424,neutral
22425,neutral
22426,neutral
22427,neutral
22428,neutral
22429,positive
22430,neutral
22431,positive
22432,neutral
22433,positive
22434,neutral
22435,neutral
22436,neutral
22437,negative
22438,negative
22439,positive
22440,negative
22441,neutral
22442,neutral
22443,positive
22444,neutral
22445,neutral
22446,neutral
22447,neutral
22448,positive
22449,positive
22450,neutral
22451,positive
22452,neutral
22453,neutral
22454,negative
22455,neutral
22456,neutral
22457,neutral
22458,positive
22459,neutral
22460,neutral
22461,neutral
22462,neutral
22463,positive
22464,positive
22465,neutral
22466,positive
22467,neutral
22468,neutral
22469,neutral
22470,positive
22471,neutral
22472,neutral
22473,positive
22474,neutral
22475,neutral
22476,neutral
22477,neutral
22478,negative
22479,neutral
22480,neutral
22481,positive
22482,neutral
22483,neutral
22484,positive
22485,neutral
22486,neutral
22487,positive
22488,positive
22489,neutral
22490,neutral
22491,neutral
22492,neutral
22493,positive
22494,neutral
22495,neutral
22496,positive
22497,neutral
22498,neutral
22499,neutral
22500,positive
22501,positive
22502,neutral
22503,positive
22504,neutral
22505,neutral
22506,neutral
22507,neutral
22508,positive
22509,positive
22510,positive
22511,neutral
22512,neutral
22513,neutral
22514,neutral
22515,positive
22516,neutral
22517,neutral
22518,positive
22519,positive
22520,neutral
22521,neutral
22522,neutral
22523,neutral
22524,positive
22525,negative
22526,positive
22527,neutral
22528,neutral
22529,neutral
22530,neutral
22531,neutral
22532,neutral
22533,neutral
22534,negative
22535,neutral
22536,neutral
22537,positive
22538,positive
22539,neutral
22540,neutral
22541,neutral
22542,positive
22543,negative
22544,positive
22545,neutral
22546,negative
22547,negative
22548,neutral
22549,neutral
22550,positive
22551,positive
22552,neutral
22553,neutral
22554,neutral
22555,neutral
22556,negative
22557,positive
22558,negative
22559,neutral
22560,neutral
22561,negative
22562,neutral
22563,neutral
22564,neutral
22565,positive
22566,neutral
22567,neutral
22568,neutral
22569,neutral
22570,positive
22571,neutral
22572,neutral
22573,neutral
22574,neutral
22575,neutral
22576,neutral
22577,positive
22578,positive
22579,neutral
22580,neutral
22581,neutral
22582,neutral
22583,negative
22584,positive
22585,neutral
22586,neutral
22587,neutral
22588,positive
22589,positive
22590,neutral
22591,neutral
22592,positive
22593,positive
22594,neutral
22595,neutral
22596,neutral
22597,neutral
22598,negative
22599,neutral
22600,neutral
22601,positive
22602,neutral
22603,neutral
22604,neutral
22605,neutral
22606,neutral
22607,neutral
22608,negative
22609,neutral
22610,neutral
22611,positive
22612,positive
22613,neutral
22614,neutral
22615,neutral
22616,negative
22617,neutral
22618,positive
22619,neutral
22620,neutral
22621,positive
22622,negative
22623,negative
22624,positive
22625,positive
22626,positive
22627,neutral
22628,neutral
22629,neutral
22630,positive
22631,positive
22632,positive
22633,positive
22634,negative
22635,positive
22636,positive
22637,neutral
22638,positive
22639,neutral
22640,neutral
22641,positive
22642,neutral
22643,neutral
22644,neutral
22645,positive
22646,neutral
22647,positive
22648,negative
22649,positive
22650,neutral
22651,neutral
22652,neutral
22653,negative
22654,neutral
22655,neutral
22656,neutral
22657,neutral
22658,negative
22659,negative
22660,neutral
22661,negative
22662,negative
22663,neutral
22664,neutral
22665,positive
22666,positive
22667,neutral
22668,negative
22669,neutral
22670,neutral
22671,neutral
22672,neutral
22673,negative
22674,neutral
22675,neutral
22676,neutral
22677,negative
22678,negative
22679,negative
22680,positive
22681,neutral
22682,positive
22683,neutral
22684,neutral
22685,neutral
22686,neutral
22687,negative
22688,positive
22689,neutral
22690,negative
22691,neutral
22692,neutral
22693,negative
22694,neutral
22695,negative
22696,negative
22697,negative
22698,negative
22699,neutral
22700,neutral
22701,neutral
22702,positive
22703,negative
22704,negative
22705,neutral
22706,neutral
22707,positive
22708,neutral
22709,neutral
22710,neutral
22711,positive
22712,positive
22713,positive
22714,positive
22715,positive
22716,positive
22717,positive
22718,positive
22719,neutral
22720,neutral
22721,neutral
22722,positive
22723,negative
22724,neutral
22725,neutral
22726,neutral
22727,neutral
22728,neutral
22729,positive
22730,neutral
22731,negative
22732,neutral
22733,neutral
22734,negative
22735,negative
22736,positive
22737,neutral
22738,neutral
22739,negative
22740,neutral
22741,neutral
22742,negative
22743,negative
22744,negative
22745,neutral
22746,negative
22747,neutral
22748,negative
22749,neutral
22750,negative
22751,positive
22752,negative
22753,neutral
22754,neutral
22755,negative
22756,neutral
22757,neutral
22758,negative
22759,negative
22760,negative
22761,positive
22762,neutral
22763,negative
22764,negative
22765,neutral
22766,neutral
22767,neutral
22768,neutral
22769,negative
22770,neutral
22771,neutral
22772,negative
22773,negative
22774,negative
22775,positive
22776,positive
22777,negative
22778,negative
22779,neutral
22780,neutral
22781,neutral
22782,neutral
22783,positive
22784,neutral
22785,positive
22786,positive
22787,neutral
22788,positive
22789,neutral
22790,neutral
22791,neutral
22792,neutral
22793,neutral
22794,neutral
22795,neutral
22796,neutral
22797,neutral
22798,positive
22799,positive
22800,neutral
22801,neutral
22802,neutral
22803,neutral
22804,negative
22805,positive
22806,neutral
22807,neutral
22808,neutral
22809,neutral
22810,positive
22811,neutral
22812,positive
22813,negative
22814,neutral
22815,positive
22816,neutral
22817,neutral
22818,negative
22819,neutral
22820,positive
22821,positive
22822,neutral
22823,neutral
22824,neutral
22825,positive
22826,positive
22827,neutral
22828,neutral
22829,neutral
22830,neutral
22831,neutral
22832,positive
22833,neutral
22834,positive
22835,neutral
22836,neutral
22837,negative
22838,neutral
22839,positive
22840,neutral
22841,neutral
22842,positive
22843,neutral
22844,neutral
22845,positive
22846,positive
22847,neutral
22848,negative
22849,neutral
22850,neutral
22851,neutral
22852,neutral
22853,neutral
22854,neutral
22855,neutral
22856,neutral
22857,neutral
22858,neutral
22859,neutral
22860,positive
22861,neutral
22862,positive
22863,neutral
22864,positive
22865,positive
22866,neutral
22867,neutral
22868,neutral
22869,neutral
22870,neutral
22871,positive
22872,neutral
22873,neutral
22874,neutral
22875,positive
22876,neutral
22877,neutral
22878,neutral
22879,neutral
22880,positive
22881,neutral
22882,neutral
22883,positive
22884,neutral
22885,negative
22886,neutral
22887,neutral
22888,neutral
22889,neutral
22890,neutral
22891,positive
22892,positive
22893,positive
22894,neutral
22895,neutral
22896,neutral
22897,neutral
22898,neutral
22899,neutral
22900,neutral
22901,neutral
22902,neutral
22903,neutral
22904,positive
22905,positive
22906,positive
22907,neutral
22908,neutral
22909,positive
22910,neutral
22911,positive
22912,neutral
22913,negative
22914,neutral
22915,neutral
22916,negative
22917,negative
22918,neutral
22919,neutral
22920,neutral
22921,positive
22922,positive
22923,positive
22924,neutral
22925,neutral
22926,neutral
22927,negative
22928,neutral
22929,neutral
22930,positive
22931,neutral
22932,neutral
22933,neutral
22934,neutral
22935,positive
22936,neutral
22937,neutral
22938,positive
22939,neutral
22940,neutral
22941,neutral
22942,positive
22943,neutral
22944,neutral
22945,neutral
22946,negative
22947,neutral
22948,neutral
22949,neutral
22950,neutral
22951,neutral
22952,neutral
22953,neutral
22954,positive
22955,neutral
22956,negative
22957,positive
22958,positive
22959,neutral
22960,neutral
22961,neutral
22962,positive
22963,positive
22964,neutral
22965,neutral
22966,neutral
22967,positive
22968,positive
22969,neutral
22970,negative
22971,neutral
22972,neutral
22973,neutral
22974,negative
22975,positive
22976,neutral
22977,neutral
22978,positive
22979,neutral
22980,neutral
22981,neutral
22982,neutral
22983,neutral
22984,neutral
22985,positive
22986,neutral
22987,neutral
22988,neutral
22989,positive
22990,neutral
22991,negative
22992,neutral
22993,neutral
22994,neutral
22995,neutral
22996,negative
22997,neutral
22998,neutral
22999,neutral
23000,neutral
23001,neutral
23002,negative
23003,neutral
23004,positive
23005,neutral
23006,positive
23007,neutral
23008,neutral
23009,neutral
23010,neutral
23011,neutral
23012,positive
23013,neutral
23014,neutral
23015,neutral
23016,positive
23017,neutral
23018,positive
23019,neutral
23020,neutral
23021,neutral
23022,neutral
23023,positive
23024,neutral
23025,neutral
23026,neutral
23027,neutral
23028,neutral
23029,negative
23030,negative
23031,positive
23032,neutral
23033,neutral
23034,negative
23035,neutral
23036,positive
23037,negative
23038,negative
23039,neutral
23040,neutral
23041,neutral
23042,positive
23043,positive
23044,neutral
23045,positive
23046,neutral
23047,neutral
23048,positive
23049,neutral
23050,neutral
23051,neutral
23052,neutral
23053,positive
23054,neutral
23055,neutral
23056,neutral
23057,positive
23058,neutral
23059,positive
23060,neutral
23061,neutral
23062,neutral
23063,neutral
23064,neutral
23065,neutral
23066,positive
23067,neutral
23068,neutral
23069,neutral
23070,neutral
23071,positive
23072,positive
23073,positive
23074,neutral
23075,negative
23076,neutral
23077,positive
23078,neutral
23079,neutral
23080,neutral
23081,neutral
23082,neutral
23083,neutral
23084,positive
23085,neutral
23086,positive
23087,neutral
23088,positive
23089,neutral
23090,positive
23091,positive
23092,positive
23093,neutral
23094,neutral
23095,neutral
23096,positive
23097,positive
23098,positive
23099,neutral
23100,neutral
23101,positive
23102,neutral
23103,neutral
23104,positive
23105,neutral
23106,positive
23107,neutral
23108,neutral
23109,neutral
23110,neutral
23111,neutral
23112,positive
23113,positive
23114,neutral
23115,neutral
23116,positive
23117,neutral
23118,neutral
23119,positive
23120,positive
23121,positive
23122,neutral
23123,neutral
23124,positive
23125,positive
23126,neutral
23127,neutral
23128,positive
23129,positive
23130,positive
23131,neutral
23132,neutral
23133,neutral
23134,positive
23135,positive
23136,neutral
23137,neutral
23138,neutral
23139,neutral
23140,neutral
23141,negative
23142,neutral
23143,neutral
23144,neutral
23145,neutral
23146,positive
23147,neutral
23148,neutral
23149,positive
23150,neutral
23151,neutral
23152,positive
23153,neutral
23154,neutral
23155,positive
23156,neutral
23157,neutral
23158,neutral
23159,neutral
23160,neutral
23161,neutral
23162,neutral
23163,neutral
23164,positive
23165,neutral
23166,neutral
23167,neutral
23168,positive
23169,neutral
23170,neutral
23171,neutral
23172,neutral
23173,positive
23174,positive
23175,negative
23176,neutral
23177,neutral
23178,negative
23179,positive
23180,neutral
23181,neutral
23182,positive
23183,neutral
23184,positive
23185,neutral
23186,neutral
23187,neutral
23188,neutral
23189,positive
23190,neutral
23191,neutral
23192,neutral
23193,neutral
23194,neutral
23195,negative
23196,positive
23197,positive
23198,neutral
23199,neutral
23200,neutral
23201,positive
23202,neutral
23203,neutral
23204,neutral
23205,neutral
23206,positive
23207,positive
23208,neutral
23209,positive
23210,neutral
23211,neutral
23212,neutral
23213,neutral
23214,neutral
23215,positive
23216,neutral
23217,neutral
23218,neutral
23219,neutral
23220,positive
23221,positive
23222,positive
23223,neutral
23224,neutral
23225,neutral
23226,neutral
23227,positive
23228,positive
23229,positive
23230,positive
23231,positive
23232,positive
23233,positive
23234,positive
23235,neutral
23236,neutral
